Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
245,Yes,False,False,True,False,True,False,True,False
1657,Yes,False,True,False,False,False,True,False,True
1181,Yes,False,False,True,False,False,False,False,False
1225,No,False,True,False,False,False,False,True,False
1827,No,False,True,False,False,False,False,True,False
828,Yes,True,False,False,False,True,False,True,False
774,Yes,False,True,False,False,False,False,False,False
1282,Yes,False,False,True,False,False,False,True,False
793,Yes,False,False,False,False,False,False,False,False
200,No,False,False,True,False,False,False,True,False
840,Yes,False,False,False,False,False,False,True,False
915,Yes,True,False,False,False,False,False,False,False
1504,Yes,False,False,True,True,False,False,True,False
1413,Yes,False,True,False,False,False,False,False,True
1868,Yes,False,True,False,False,False,False,False,False
644,Yes,False,True,False,False,False,False,False,False
791,Yes,False,False,False,False,False,False,True,False
1721,Yes,False,False,False,False,False,False,False,True
837,Yes,False,True,False,False,True,False,True,False
943,Yes,False,False,True,False,True,False,True,False
1554,No,True,False,False,False,False,False,True,False
463,Yes,False,False,True,False,False,False,False,True
700,Yes,False,False,True,True,False,False,False,True
732,Yes,True,False,False,False,False,False,False,True
1558,No,False,True,False,False,False,False,True,False
341,Yes,False,False,False,False,False,False,False,True
1363,Yes,False,False,True,False,False,False,False,False
943,No,False,False,False,False,False,False,True,False
734,Yes,False,False,False,False,False,False,False,False
1932,Yes,False,False,True,False,False,False,False,False
445,No,False,False,False,False,False,False,True,False
770,Yes,False,False,False,False,False,False,False,False
1915,Yes,False,True,False,False,True,False,False,True
578,Yes,False,False,False,False,False,False,True,False
1955,Yes,False,False,True,False,True,False,False,False
820,No,False,False,True,False,False,False,True,False
1197,No,False,True,False,False,False,False,True,False
458,Yes,True,False,False,False,False,False,False,True
697,Yes,False,True,False,False,False,False,True,False
1960,No,False,False,True,False,False,False,True,False
1891,No,False,True,False,False,False,False,True,False
278,Yes,False,True,False,False,True,False,True,False
1973,No,False,False,False,False,False,False,True,False
1278,Yes,False,False,False,False,True,False,True,False
1291,Yes,False,False,True,False,False,False,False,True
1735,No,False,False,False,False,False,False,True,False
417,Yes,True,False,False,False,True,False,False,True
1138,Yes,False,False,True,False,True,False,True,False
331,Yes,False,False,True,False,True,False,False,True
1916,Yes,True,False,False,True,False,False,False,True
1098,Yes,False,False,True,False,False,False,False,True
1543,No,False,False,True,False,False,False,True,False
859,Yes,True,False,False,False,False,False,False,True
447,No,False,True,False,False,False,False,True,False
573,Yes,True,False,False,False,True,False,True,False
879,Yes,False,True,False,False,False,True,False,False
1568,Yes,False,True,False,False,True,False,True,False
1519,No,True,False,False,False,False,False,True,False
908,Yes,False,False,True,False,False,False,False,True
494,Yes,False,False,True,True,False,False,True,False
1260,Yes,False,False,True,True,False,False,False,False
868,No,False,False,True,False,False,False,True,False
251,Yes,True,False,False,False,True,False,True,False
451,Yes,False,False,False,False,False,False,False,True
582,No,False,False,True,False,False,False,True,False
1634,No,False,False,True,False,False,False,True,False
1792,Yes,False,True,False,False,False,False,False,True
1844,No,False,False,True,False,False,False,True,False
678,Yes,True,False,False,False,False,False,False,True
1599,No,False,True,False,False,False,False,True,False
998,No,False,False,False,False,False,False,True,False
1702,No,True,False,False,False,False,False,True,False
877,Yes,False,True,False,False,True,False,True,False
511,Yes,False,True,False,False,False,False,False,True
1102,Yes,False,False,False,False,False,False,False,True
1756,Yes,False,False,True,True,False,False,False,False
245,Yes,False,False,False,True,False,False,True,False
1652,Yes,True,False,False,False,False,False,False,True
1148,Yes,False,False,False,False,True,False,False,True
598,Yes,False,False,True,False,False,False,False,True
1681,Yes,False,False,True,False,False,False,False,True
1237,No,False,True,False,False,False,False,True,False
1574,Yes,False,True,False,False,False,False,False,True
432,Yes,False,True,False,False,False,False,False,False
1118,Yes,False,True,False,False,True,False,True,False
225,Yes,False,False,True,False,False,False,False,True
1529,Yes,False,False,True,False,False,True,True,False
1830,No,False,True,False,False,False,False,True,False
391,Yes,True,False,False,True,False,False,True,False
1229,No,False,False,True,False,False,False,True,False
1401,Yes,False,False,True,False,False,False,False,True
1749,No,False,True,False,False,False,False,True,False
1254,Yes,False,True,False,False,False,False,False,True
596,No,False,False,False,False,False,False,True,False
1029,Yes,True,False,False,False,True,False,True,False
1359,Yes,False,False,False,True,False,False,False,True
1066,Yes,False,False,False,False,True,False,True,False
569,Yes,False,False,True,False,False,False,False,True
1035,No,True,False,False,False,False,False,True,False
1643,No,False,False,False,False,False,False,True,False
761,No,False,True,False,False,False,False,True,False
1357,Yes,False,False,True,False,True,False,True,False
1413,Yes,False,False,False,False,False,False,False,True
798,Yes,False,True,False,False,False,False,False,True
616,No,True,False,False,False,False,False,True,False
1260,Yes,True,False,False,False,False,False,False,False
1745,Yes,False,True,False,False,True,False,True,False
1266,Yes,False,False,True,True,False,False,True,False
1846,Yes,False,False,True,False,False,False,True,False
968,Yes,False,False,False,False,False,False,True,False
1102,Yes,False,False,False,False,False,False,False,True
700,Yes,False,False,False,False,True,False,False,True
1784,Yes,False,False,False,False,True,False,True,False
572,No,False,False,True,False,False,False,True,False
1117,Yes,False,False,True,False,False,False,False,True
365,Yes,False,True,False,False,True,False,True,False
1528,Yes,False,False,True,False,False,False,False,False
1133,Yes,False,True,False,False,True,False,False,False
476,Yes,False,True,False,False,False,False,False,True
1808,Yes,False,False,True,False,True,False,False,True
332,Yes,False,False,True,False,True,False,False,True
1459,Yes,True,False,False,False,True,False,True,False
1722,No,True,False,False,False,False,False,True,False
1553,Yes,False,True,False,False,False,False,False,True
244,Yes,False,False,False,False,False,False,False,False
1780,Yes,False,True,False,False,False,False,False,False
1722,Yes,False,False,True,False,False,False,False,False
610,Yes,False,False,False,False,False,True,False,False
413,Yes,False,True,False,False,False,False,True,False
764,No,False,True,False,False,False,False,True,False
1987,Yes,True,False,False,True,False,False,False,True
1256,No,False,False,True,False,False,False,True,False
1027,No,False,False,False,False,False,False,True,False
1540,No,False,False,False,False,False,False,True,False
1850,Yes,False,False,True,False,True,False,False,True
516,No,False,True,False,False,False,False,True,False
378,No,False,True,False,False,False,False,True,False
1339,Yes,True,False,False,False,False,True,True,False
1862,No,True,False,False,False,False,False,True,False
693,Yes,True,False,False,False,False,False,False,False
1681,Yes,False,False,True,False,False,False,False,False
675,Yes,False,False,True,False,False,False,False,True
885,Yes,True,False,False,False,False,True,False,True
943,Yes,False,False,True,False,False,False,False,False
1318,Yes,False,False,True,False,False,False,True,False
1195,No,False,False,True,False,False,False,True,False
1565,Yes,False,False,False,False,False,False,False,True
1820,Yes,False,False,False,False,False,False,False,True
498,Yes,False,False,True,False,False,False,False,True
1981,Yes,False,False,False,False,False,False,False,True
879,Yes,False,False,True,False,False,False,False,True
653,Yes,False,False,False,False,True,False,False,True
878,Yes,True,False,False,True,False,False,False,True
1104,Yes,False,True,False,False,False,False,False,True
1437,No,True,False,False,False,False,False,True,False
1308,Yes,True,False,False,False,True,False,True,False
1075,Yes,False,False,False,False,False,False,False,True
960,No,False,False,False,False,False,False,True,False
1156,Yes,False,False,True,False,False,True,True,False
1488,Yes,False,True,False,False,False,False,False,False
1850,Yes,False,False,True,False,False,False,True,False
633,Yes,False,False,True,True,False,False,True,False
1636,Yes,True,False,False,False,False,False,False,True
853,Yes,False,False,False,False,False,False,False,True
811,Yes,False,True,False,False,True,False,False,True
1579,Yes,True,False,False,False,True,False,False,True
1948,Yes,True,False,False,False,False,False,False,True
1488,No,False,False,False,False,False,False,True,False
1086,Yes,False,False,True,False,False,False,False,False
1438,Yes,True,False,False,False,True,False,False,False
1274,Yes,False,True,False,False,False,False,False,True
649,Yes,False,False,False,True,False,False,False,False
391,Yes,True,False,False,False,True,False,True,False
476,Yes,False,True,False,False,False,False,False,True
925,Yes,False,False,True,False,False,False,True,False
1442,Yes,False,False,False,False,False,True,True,False
1164,No,False,False,False,False,False,False,True,False
1078,Yes,False,False,False,False,False,True,True,False
1226,Yes,True,False,False,False,False,False,False,True
1873,No,True,False,False,False,False,False,True,False
574,No,False,True,False,False,False,False,True,False
595,No,False,False,False,False,False,False,True,False
449,Yes,False,True,False,False,False,False,False,False
264,Yes,False,False,False,False,True,False,False,True
1748,Yes,False,False,True,False,False,False,False,True
766,Yes,True,False,False,False,False,False,False,True
826,Yes,False,False,False,True,False,False,False,True
1395,Yes,False,False,False,False,False,False,True,False
783,Yes,True,False,False,True,False,False,True,False
378,Yes,False,True,False,False,True,False,True,False
1033,Yes,True,False,False,True,False,False,True,False
1049,Yes,False,False,True,True,False,False,True,False
656,Yes,True,False,False,False,False,False,False,True
1429,Yes,False,True,False,False,False,False,False,True
290,Yes,True,False,False,False,False,False,False,True
1439,Yes,True,False,False,False,False,False,False,True
436,Yes,True,False,False,False,True,False,False,True
812,Yes,False,True,False,False,False,False,False,True
1906,Yes,True,False,False,True,False,False,False,True
1419,Yes,False,True,False,False,False,False,True,False
1295,No,False,True,False,False,False,False,True,False
1980,Yes,False,False,False,False,True,False,False,True
1961,No,False,False,False,False,False,False,True,False
479,Yes,False,True,False,False,True,False,True,False
260,Yes,False,True,False,False,False,False,True,False
1847,No,False,False,False,False,False,False,True,False
1798,Yes,False,False,False,False,False,False,False,True
1407,Yes,False,True,False,False,True,False,True,False
1254,Yes,False,False,True,False,False,False,False,True
489,Yes,False,False,True,True,False,False,False,True
1282,No,False,True,False,False,False,False,True,False
1874,No,True,False,False,False,False,False,True,False
1760,Yes,False,True,False,False,False,False,False,True
1234,Yes,False,False,False,False,False,True,True,False
1662,Yes,True,False,False,False,False,False,False,False
506,Yes,False,True,False,False,False,False,False,True
640,Yes,False,True,False,False,False,False,False,True
1318,Yes,True,False,False,True,False,False,True,False
461,No,False,False,False,False,False,False,True,False
1772,Yes,True,False,False,False,False,False,True,False
1622,Yes,False,False,False,False,False,False,False,True
558,Yes,False,True,False,False,True,False,True,False
364,Yes,False,False,False,True,False,False,True,False
1566,Yes,False,False,False,False,False,False,False,False
1427,No,False,True,False,False,False,False,True,False
1737,No,False,False,True,False,False,False,True,False
339,No,False,True,False,False,False,False,True,False
1715,Yes,False,False,True,False,False,False,True,False
768,Yes,False,False,False,False,False,True,False,True
243,Yes,False,False,False,False,False,False,False,True
1285,Yes,False,True,False,False,False,False,False,True
1457,Yes,False,False,False,False,False,False,False,True
1669,No,False,False,True,False,False,False,True,False
629,Yes,True,False,False,False,False,False,False,True
1421,Yes,False,True,False,False,False,False,False,False
1100,Yes,False,False,True,False,False,False,False,False
1305,Yes,False,False,False,False,True,False,False,False
1587,Yes,False,True,False,False,True,False,True,False
613,No,False,True,False,False,False,False,True,False
1277,No,False,False,True,False,False,False,True,False
1129,Yes,True,False,False,False,True,False,True,False
227,Yes,False,False,True,False,False,False,False,True
921,Yes,False,False,True,True,False,False,False,True
455,Yes,False,False,False,False,True,False,False,True
940,Yes,True,False,False,False,False,True,False,False
289,Yes,False,True,False,False,False,False,False,False
1408,Yes,False,True,False,False,False,False,False,True
952,Yes,False,False,True,False,False,False,False,True
1576,Yes,True,False,False,False,True,False,True,False
882,No,False,False,False,False,False,False,True,False
904,No,False,True,False,False,False,False,True,False
355,Yes,True,False,False,False,True,False,True,False
254,Yes,False,False,False,False,False,False,False,False
1870,No,False,False,True,False,False,False,True,False
1712,No,False,False,False,False,False,False,True,False
293,Yes,False,False,True,False,False,False,False,True
1292,No,False,False,True,False,False,False,True,False
278,Yes,True,False,False,False,False,False,False,True
1772,Yes,False,True,False,False,False,False,False,True
1220,Yes,False,False,False,False,False,False,False,True
398,Yes,False,False,False,False,True,False,True,False
807,Yes,True,False,False,False,False,False,False,True
310,No,False,False,True,False,False,False,True,False
960,Yes,False,True,False,False,False,True,False,False
843,Yes,False,False,True,False,False,False,False,True
972,No,True,False,False,False,False,False,True,False
1967,No,False,True,False,False,False,False,True,False
987,Yes,False,False,False,False,False,False,False,False
1870,Yes,False,False,True,False,True,False,False,True
1625,Yes,False,False,True,True,False,False,True,False
1772,Yes,True,False,False,False,False,False,False,False
1723,Yes,False,True,False,False,False,False,False,True
984,Yes,True,False,False,True,False,False,False,False
1900,Yes,False,False,False,False,False,False,False,True
553,Yes,False,True,False,False,False,False,False,True
570,Yes,False,False,True,False,True,False,True,False
768,Yes,False,False,False,True,False,False,True,False
1164,No,False,False,False,False,False,False,True,False
1093,Yes,False,False,True,False,False,False,False,True
1727,Yes,True,False,False,False,False,False,False,False
686,Yes,False,False,False,False,False,False,True,False
1579,Yes,False,False,False,False,False,False,False,False
209,Yes,True,False,False,True,False,False,True,False
1385,Yes,False,True,False,False,False,False,False,True
1324,No,False,True,False,False,False,False,True,False
340,Yes,False,True,False,False,False,False,False,True
467,Yes,True,False,False,False,False,False,False,False
1275,Yes,False,True,False,False,False,False,True,False
1760,Yes,False,False,False,False,False,False,True,False
404,Yes,False,True,False,False,False,False,False,False
204,Yes,False,False,False,False,True,False,False,True
1710,Yes,False,False,True,False,True,False,True,False
1216,Yes,False,False,True,False,False,False,False,False
1633,Yes,False,False,True,False,False,False,True,False
1304,No,False,False,True,False,False,False,True,False
1516,Yes,False,True,False,False,False,False,True,False
407,Yes,False,True,False,False,False,False,True,False
857,Yes,True,False,False,False,False,False,False,True
637,No,True,False,False,False,False,False,True,False
1411,No,True,False,False,False,False,False,True,False
1857,Yes,False,False,True,False,False,True,True,False
1521,Yes,True,False,False,False,False,False,False,True
315,No,False,False,True,False,False,False,True,False
1994,Yes,False,True,False,False,True,False,True,False
1086,Yes,False,False,False,False,False,False,True,False
1315,No,True,False,False,False,False,False,True,False
438,Yes,False,False,True,False,True,False,True,False
250,Yes,False,True,False,False,False,False,False,True
797,Yes,False,True,False,False,False,False,False,True
1377,No,False,False,False,False,False,False,True,False
883,Yes,True,False,False,False,False,False,False,True
610,No,False,False,True,False,False,False,True,False
279,Yes,True,False,False,False,False,False,True,False
581,Yes,False,False,False,False,False,False,False,True
616,No,True,False,False,False,False,False,True,False
1638,Yes,True,False,False,False,False,False,False,True
308,No,False,False,True,False,False,False,True,False
877,Yes,False,False,True,False,True,False,True,False
493,Yes,True,False,False,False,True,False,False,False
481,Yes,False,False,True,False,False,False,True,False
380,Yes,False,False,False,False,False,False,False,False
625,Yes,False,False,True,False,False,False,True,False
1841,Yes,False,False,False,False,True,False,True,False
1501,Yes,False,True,False,False,True,False,True,False
535,Yes,False,False,True,False,False,False,False,True
1552,Yes,False,False,False,False,False,False,False,True
1607,Yes,False,False,False,False,False,False,False,True
1117,Yes,False,True,False,False,False,False,False,True
1960,No,False,False,True,False,False,False,True,False
1669,Yes,True,False,False,False,False,False,False,True
1764,Yes,False,True,False,False,True,False,False,True
1690,Yes,False,True,False,False,True,False,True,False
304,Yes,False,False,False,False,False,False,False,False
1488,Yes,False,False,False,False,False,True,False,True
1741,Yes,True,False,False,True,False,False,True,False
1678,Yes,False,False,True,False,True,False,False,True
1390,Yes,False,False,False,False,False,False,False,True
438,No,False,True,False,False,False,False,True,False
1113,Yes,False,False,False,False,False,False,False,True
1328,Yes,False,False,True,True,False,False,False,True
1361,No,False,False,False,False,False,False,True,False
1508,Yes,True,False,False,False,False,False,False,True
442,No,False,False,True,False,False,False,True,False
958,Yes,False,True,False,False,False,False,False,True
1306,Yes,False,False,False,False,False,False,False,True
969,Yes,True,False,False,False,False,False,False,True
601,Yes,False,True,False,False,False,False,False,True
1447,Yes,False,False,True,False,True,False,False,True
413,Yes,False,False,False,False,False,False,False,True
1945,Yes,False,False,True,False,False,False,False,True
1878,Yes,False,False,False,True,False,False,True,False
1986,Yes,False,True,False,False,True,False,False,True
1838,Yes,False,False,True,False,True,False,True,False
925,Yes,True,False,False,False,False,False,False,True
1470,No,False,False,False,False,False,False,True,False
702,No,False,True,False,False,False,False,True,False
1092,Yes,False,False,False,False,False,False,False,True
1832,Yes,False,True,False,False,True,False,False,False
406,Yes,False,False,True,False,False,False,False,True
270,No,False,False,False,False,False,False,True,False
1601,Yes,False,False,True,False,False,False,False,False
519,Yes,False,True,False,False,False,False,True,False
594,Yes,True,False,False,True,False,False,True,False
1977,Yes,False,False,True,False,True,False,False,True
781,Yes,False,True,False,False,False,False,False,True
1291,Yes,False,True,False,False,False,False,True,False
306,Yes,False,True,False,False,False,False,True,False
1345,Yes,False,False,True,False,False,False,False,True
1287,No,True,False,False,False,False,False,True,False
1429,No,True,False,False,False,False,False,True,False
1551,Yes,False,False,False,False,False,False,False,True
1177,Yes,False,True,False,False,False,False,False,True
1960,No,True,False,False,False,False,False,True,False
935,Yes,False,False,False,False,True,False,True,False
1141,Yes,True,False,False,False,False,False,False,True
205,No,False,False,False,False,False,False,True,False
496,Yes,True,False,False,False,True,False,False,False
410,Yes,False,False,True,False,True,False,True,False
1493,Yes,False,True,False,False,True,False,True,False
895,No,True,False,False,False,False,False,True,False
1326,No,False,False,True,False,False,False,True,False
1628,No,False,False,True,False,False,False,True,False
1947,Yes,False,False,True,False,True,False,True,False
966,Yes,False,True,False,True,False,False,False,False
399,Yes,False,False,True,True,False,False,True,False
438,No,False,False,True,False,False,False,True,False
866,Yes,True,False,False,False,False,True,False,True
653,No,False,False,False,False,False,False,True,False
1934,Yes,False,False,False,False,False,False,False,False
205,Yes,False,False,True,False,False,False,False,False
1561,No,False,False,False,False,False,False,True,False
2000,Yes,True,False,False,False,False,False,False,False
479,No,False,False,False,False,False,False,True,False
1438,No,False,False,True,False,False,False,True,False
1537,Yes,False,False,True,False,True,False,True,False
205,Yes,False,False,False,False,True,False,True,False
1556,No,False,False,False,False,False,False,True,False
1171,Yes,True,False,False,False,False,False,False,True
1054,Yes,False,False,True,False,False,True,False,True
346,Yes,False,False,False,False,True,False,True,False
886,Yes,True,False,False,False,False,False,False,True
1982,Yes,True,False,False,False,False,False,True,False
666,Yes,False,True,False,False,False,False,False,True
763,Yes,True,False,False,False,False,False,False,True
1016,Yes,False,False,True,False,True,False,False,True
756,Yes,True,False,False,False,False,True,True,False
1422,Yes,False,True,False,False,True,False,True,False
575,Yes,True,False,False,False,True,False,True,False
1543,Yes,False,True,False,False,False,True,False,True
1770,No,False,False,True,False,False,False,True,False
876,Yes,False,True,False,False,False,False,False,True
810,Yes,True,False,False,True,False,False,False,True
861,Yes,False,False,True,False,True,False,False,True
1298,Yes,True,False,False,False,True,False,True,False
1786,Yes,False,True,False,True,False,False,True,False
1204,Yes,False,False,True,True,False,False,False,True
590,Yes,False,False,True,False,False,False,False,True
1518,Yes,False,False,False,True,False,False,False,False
1235,Yes,False,False,False,False,False,False,False,True
1727,No,False,False,True,False,False,False,True,False
1569,No,False,False,True,False,False,False,True,False
430,No,True,False,False,False,False,False,True,False
1147,Yes,False,False,True,True,False,False,False,True
559,Yes,False,False,True,True,False,False,True,False
1875,No,False,True,False,False,False,False,True,False
855,Yes,False,True,False,True,False,False,False,True
281,No,False,False,True,False,False,False,True,False
1408,Yes,False,False,True,False,False,False,False,True
1169,Yes,False,True,False,False,False,False,False,False
1183,Yes,False,False,True,False,False,False,False,False
562,No,False,True,False,False,False,False,True,False
1210,Yes,False,False,True,False,False,False,False,True
848,Yes,False,False,False,False,False,False,False,True
326,Yes,False,False,False,True,False,False,True,False
445,Yes,False,True,False,False,False,False,False,True
1060,No,True,False,False,False,False,False,True,False
755,Yes,False,False,True,False,True,False,False,True
1374,Yes,True,False,False,False,False,False,False,True
938,Yes,True,False,False,False,False,False,False,True
696,No,False,False,False,False,False,False,True,False
1789,Yes,True,False,False,False,True,False,True,False
1654,Yes,False,True,False,False,False,False,False,True
1773,Yes,True,False,False,False,False,False,False,True
404,No,False,False,True,False,False,False,True,False
1663,Yes,True,False,False,False,False,False,False,True
549,Yes,False,True,False,True,False,False,True,False
1098,Yes,False,False,True,False,True,False,True,False
1154,Yes,False,False,False,False,False,False,False,True
1947,Yes,True,False,False,False,False,False,False,True
1955,Yes,False,True,False,False,False,False,False,True
824,Yes,True,False,False,True,False,False,True,False
503,Yes,True,False,False,False,False,False,False,True
392,No,False,False,True,False,False,False,True,False
1824,Yes,False,False,False,False,False,False,False,True
572,No,True,False,False,False,False,False,True,False
1549,Yes,False,False,False,False,False,False,False,False
1644,Yes,False,False,False,False,False,False,False,False
1586,Yes,False,False,True,False,False,True,False,False
549,Yes,False,False,True,False,False,False,True,False
1945,No,False,False,False,False,False,False,True,False
891,Yes,False,False,False,False,False,False,False,True
1765,Yes,True,False,False,True,False,False,True,False
1995,Yes,False,False,True,False,False,False,False,False
793,Yes,False,False,False,True,False,False,True,False
972,Yes,False,False,True,False,False,False,False,False
1506,Yes,True,False,False,False,False,False,True,False
1588,No,False,True,False,False,False,False,True,False
468,Yes,True,False,False,True,False,False,True,False
1413,Yes,False,True,False,False,False,False,False,True
820,Yes,False,True,False,True,False,False,False,False
872,Yes,False,False,True,True,False,False,False,False
1158,Yes,False,False,True,False,False,False,False,True
225,Yes,False,False,False,True,False,False,False,False
278,Yes,False,True,False,False,False,False,False,True
1479,Yes,False,False,True,False,False,False,False,False
954,Yes,False,False,True,False,True,False,False,False
711,Yes,False,True,False,True,False,False,False,True
593,Yes,False,False,True,False,False,False,False,True
677,No,False,True,False,False,False,False,True,False
1508,Yes,False,False,False,False,True,False,False,False
370,No,False,False,True,False,False,False,True,False
717,Yes,False,True,False,False,False,False,False,True
561,Yes,False,False,True,True,False,False,False,True
1695,Yes,False,False,False,False,False,False,False,True
767,Yes,True,False,False,False,False,True,True,False
1911,Yes,False,False,False,False,True,False,True,False
224,Yes,False,False,False,False,False,True,False,True
510,Yes,False,True,False,False,False,False,True,False
203,Yes,True,False,False,False,False,False,False,False
785,Yes,False,False,True,False,False,False,False,False
1946,Yes,False,False,False,False,True,False,False,True
1588,Yes,False,False,False,True,False,False,False,True
1251,Yes,False,False,True,True,False,False,True,False
1037,No,False,True,False,False,False,False,True,False
1560,Yes,False,True,False,False,False,False,False,True
1982,No,False,False,False,False,False,False,True,False
627,No,False,False,False,False,False,False,True,False
572,Yes,True,False,False,True,False,False,True,False
297,Yes,True,False,False,False,False,True,False,True
856,No,True,False,False,False,False,False,True,False
1153,Yes,False,False,True,True,False,False,True,False
1371,Yes,False,True,False,False,True,False,False,True
1564,Yes,False,False,False,False,False,True,False,True
872,Yes,False,False,True,False,False,False,False,True
619,Yes,False,False,True,True,False,False,True,False
409,Yes,False,False,True,False,False,False,False,True
738,Yes,False,False,False,False,False,False,True,False
1630,No,True,False,False,False,False,False,True,False
1682,Yes,False,True,False,False,True,False,True,False
1796,Yes,False,False,False,False,True,False,False,False
277,Yes,False,False,False,False,False,False,False,True
1799,Yes,False,False,False,False,False,False,False,True
297,No,False,False,True,False,False,False,True,False
1225,No,False,False,False,False,False,False,True,False
841,No,False,False,True,False,False,False,True,False
913,Yes,False,False,False,True,False,False,False,False
668,Yes,False,True,False,False,False,False,False,True
389,No,False,False,False,False,False,False,True,False
1486,Yes,False,True,False,False,False,False,False,True
236,Yes,True,False,False,False,False,False,False,False
543,No,True,False,False,False,False,False,True,False
298,Yes,True,False,False,False,False,False,False,False
1011,Yes,False,False,False,False,True,False,False,True
1695,Yes,False,True,False,True,False,False,True,False
1561,Yes,False,False,False,False,False,False,True,False
1013,Yes,False,False,False,False,False,False,False,False
1354,No,False,False,False,False,False,False,True,False
954,Yes,False,False,False,False,True,False,True,False
1318,Yes,False,True,False,False,False,False,False,False
628,No,True,False,False,False,False,False,True,False
835,Yes,False,False,False,False,True,False,False,False
621,Yes,False,False,True,False,False,False,False,False
1562,Yes,False,True,False,False,False,False,True,False
945,Yes,False,False,True,False,True,False,True,False
481,Yes,False,False,True,False,False,False,False,True
1503,Yes,False,False,True,False,True,False,True,False
833,Yes,False,False,True,True,False,False,False,True
370,Yes,True,False,False,False,True,False,False,True
1890,Yes,False,False,False,False,True,False,True,False
1851,Yes,True,False,False,True,False,False,False,True
388,Yes,False,True,False,False,False,False,False,True
1807,Yes,False,False,True,True,False,False,True,False
307,Yes,True,False,False,False,False,False,False,True
1223,Yes,False,False,True,True,False,False,False,False
789,Yes,False,True,False,False,False,False,False,True
1856,Yes,True,False,False,False,False,False,False,True
596,Yes,True,False,False,True,False,False,False,True
1861,Yes,True,False,False,False,True,False,False,True
593,Yes,False,False,True,False,False,False,False,True
1844,Yes,True,False,False,True,False,False,False,True
1370,No,False,False,False,False,False,False,True,False
1647,No,True,False,False,False,False,False,True,False
630,Yes,True,False,False,True,False,False,False,True
882,Yes,False,False,False,False,False,False,False,True
638,Yes,False,False,False,False,False,False,False,False
1578,Yes,False,False,True,True,False,False,True,False
1991,Yes,False,False,False,False,False,True,True,False
250,Yes,False,False,True,False,False,False,False,False
815,Yes,False,True,False,False,False,False,False,False
222,No,True,False,False,False,False,False,True,False
752,Yes,False,True,False,True,False,False,True,False
1555,Yes,False,True,False,False,False,False,False,False
1546,Yes,True,False,False,False,False,False,False,True
429,Yes,False,False,True,False,False,False,False,True
242,No,False,False,False,False,False,False,True,False
1628,Yes,True,False,False,True,False,False,True,False
299,Yes,False,True,False,False,False,False,False,True
1095,Yes,False,False,True,False,False,False,False,True
603,No,False,True,False,False,False,False,True,False
1317,Yes,False,False,False,False,False,False,False,True
663,No,True,False,False,False,False,False,True,False
409,Yes,True,False,False,False,False,False,False,False
1000,No,False,True,False,False,False,False,True,False
639,No,False,False,True,False,False,False,True,False
1285,Yes,False,False,False,False,False,False,True,False
933,Yes,False,True,False,False,False,False,False,False
1941,Yes,True,False,False,False,False,False,False,True
1000,Yes,False,False,True,False,False,False,False,False
1754,Yes,False,False,False,False,False,False,False,True
1070,Yes,False,True,False,False,False,False,False,False
493,Yes,True,False,False,False,False,False,False,True
1008,No,False,True,False,False,False,False,True,False
223,Yes,False,False,False,False,False,False,True,False
810,Yes,False,False,False,False,False,False,False,True
1051,Yes,False,False,False,True,False,False,True,False
940,Yes,False,False,True,False,False,False,False,True
1415,Yes,False,True,False,False,False,False,True,False
796,Yes,True,False,False,False,False,False,False,True
1938,Yes,True,False,False,False,False,False,False,True
1410,Yes,True,False,False,False,True,False,True,False
370,Yes,False,False,False,False,False,False,False,True
378,No,False,False,True,False,False,False,True,False
254,Yes,False,False,False,True,False,False,False,True
266,Yes,False,True,False,False,True,False,True,False
264,No,True,False,False,False,False,False,True,False
1113,No,False,True,False,False,False,False,True,False
753,Yes,False,False,True,False,False,False,False,True
1235,Yes,False,False,False,False,False,False,False,False
1226,Yes,False,False,False,False,False,False,False,True
474,Yes,False,False,False,False,False,False,False,True
1395,No,False,False,True,False,False,False,True,False
1894,Yes,False,True,False,False,False,False,False,False
1029,No,True,False,False,False,False,False,True,False
557,No,True,False,False,False,False,False,True,False
1272,No,False,False,True,False,False,False,True,False
1323,Yes,True,False,False,False,False,False,False,True
949,Yes,True,False,False,False,False,False,True,False
278,Yes,False,False,False,False,False,False,False,True
1555,No,False,True,False,False,False,False,True,False
334,Yes,True,False,False,False,True,False,True,False
1598,Yes,False,False,False,False,False,False,True,False
343,Yes,False,False,False,True,False,False,False,False
1118,Yes,False,True,False,True,False,False,False,True
217,No,False,False,False,False,False,False,True,False
1473,Yes,False,True,False,False,False,False,False,False
1366,Yes,False,True,False,False,True,False,True,False
1066,Yes,True,False,False,False,True,False,True,False
436,Yes,False,False,False,False,False,False,False,True
1352,Yes,False,False,False,False,False,False,False,False
550,Yes,False,True,False,False,False,False,False,True
1421,No,False,False,True,False,False,False,True,False
257,Yes,False,False,True,False,False,False,False,True
913,No,False,False,True,False,False,False,True,False
1819,Yes,False,False,True,False,True,False,True,False
1394,Yes,True,False,False,False,True,False,False,True
986,Yes,False,True,False,False,False,False,False,True
1455,No,False,True,False,False,False,False,True,False
1026,Yes,False,False,False,False,False,False,False,False
343,No,False,False,True,False,False,False,True,False
