Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
SHIP002164,Bangalore,Jaipur,2023-08-31,2023-09-04,2023-09-06,1475,Yes,True,False,False,True,False,False,True,False
SHIP002165,Lucknow,Chennai,2023-05-29,2023-06-04,2023-06-04,1915,No,True,False,False,False,False,False,True,False
SHIP002166,Jaipur,Kolkata,2024-02-16,2024-02-17,2024-02-19,492,Yes,False,False,False,False,True,False,False,True
SHIP002167,Mumbai,Kolkata,2023-03-11,2023-03-12,2023-03-13,390,Yes,True,False,False,False,False,False,False,True
SHIP002168,Chennai,Ahmedabad,2024-01-12,2024-01-15,2024-01-16,1013,Yes,False,False,False,False,True,False,True,False
SHIP002169,Jaipur,Lucknow,2024-05-29,2024-06-01,2024-06-05,946,Yes,False,True,False,False,False,False,False,False
SHIP002170,Chennai,Delhi,2024-02-21,2024-02-25,2024-02-25,1314,No,False,True,False,False,False,False,True,False
SHIP002171,Bangalore,Delhi,2023-02-06,2023-02-07,2023-02-10,236,Yes,True,False,False,False,True,False,True,False
SHIP002172,Pune,Chennai,2023-07-17,2023-07-20,2023-07-28,1149,Yes,False,True,False,True,False,False,False,False
SHIP002173,Pune,Lucknow,2023-02-14,2023-02-18,2023-02-26,1417,Yes,False,True,False,False,False,True,True,False
SHIP002174,Ahmedabad,Jaipur,2024-04-29,2024-05-04,2024-05-06,1613,Yes,False,False,True,False,False,False,False,False
SHIP002175,Bangalore,Ahmedabad,2023-05-21,2023-05-25,2023-05-26,1456,Yes,True,False,False,False,False,False,False,True
SHIP002176,Chennai,Lucknow,2024-04-25,2024-04-30,2024-05-03,1730,Yes,False,False,True,False,False,False,False,True
SHIP002177,Mumbai,Kolkata,2024-04-01,2024-04-07,2024-04-10,1885,Yes,False,False,False,False,True,False,True,False
SHIP002178,Chennai,Delhi,2023-05-05,2023-05-07,2023-05-08,623,Yes,False,False,True,False,False,False,False,True
SHIP002179,Delhi,Jaipur,2023-07-05,2023-07-09,2023-07-10,1358,Yes,False,True,False,False,True,False,True,False
SHIP002180,Bangalore,Chennai,2023-02-16,2023-02-20,2023-02-22,1466,Yes,False,False,False,False,False,False,False,False
SHIP002181,Lucknow,Jaipur,2023-06-25,2023-06-26,2023-06-29,597,Yes,False,True,False,False,True,False,False,False
SHIP002182,Pune,Hyderabad,2024-04-18,2024-04-23,2024-04-23,1753,No,True,False,False,False,False,False,True,False
SHIP002183,Lucknow,Jaipur,2023-06-06,2023-06-07,2023-06-08,337,Yes,False,False,False,False,False,False,False,True
SHIP002184,Kolkata,Lucknow,2023-11-13,2023-11-17,2023-11-20,1498,Yes,True,False,False,False,False,False,True,False
SHIP002185,Jaipur,Lucknow,2023-10-10,2023-10-12,2023-10-16,744,Yes,False,False,True,False,False,False,True,False
SHIP002186,Kolkata,Pune,2023-01-18,2023-01-21,2023-01-23,1007,Yes,False,False,True,False,False,False,False,False
SHIP002187,Lucknow,Hyderabad,2023-12-13,2023-12-17,2023-12-18,1436,Yes,False,False,True,False,False,False,False,True
SHIP002188,Pune,Kolkata,2023-06-24,2023-06-30,2023-07-01,1977,Yes,True,False,False,False,False,False,False,True
SHIP002189,Ahmedabad,Kolkata,2023-04-14,2023-04-16,2023-04-21,645,Yes,False,True,False,False,False,False,True,False
SHIP002190,Ahmedabad,Hyderabad,2023-05-16,2023-05-17,2023-05-20,320,Yes,False,True,False,True,False,False,False,True
SHIP002191,Chennai,Hyderabad,2024-03-01,2024-03-07,2024-03-08,1914,Yes,False,False,False,False,False,False,False,True
SHIP002192,Pune,Bangalore,2023-02-11,2023-02-17,2023-02-21,1960,Yes,False,False,False,False,False,True,False,True
SHIP002193,Delhi,Ahmedabad,2023-10-24,2023-10-28,2023-10-31,1279,Yes,False,False,True,False,True,False,True,False
SHIP002194,Hyderabad,Mumbai,2023-02-25,2023-02-27,2023-03-01,870,Yes,False,True,False,False,False,False,False,False
SHIP002195,Delhi,Bangalore,2023-03-10,2023-03-11,2023-03-16,599,Yes,False,False,True,False,False,False,True,False
SHIP002196,Ahmedabad,Hyderabad,2023-08-08,2023-08-11,2023-08-11,1198,No,True,False,False,False,False,False,True,False
SHIP002197,Bangalore,Pune,2023-06-06,2023-06-09,2023-06-15,978,Yes,True,False,False,False,False,False,False,True
SHIP002198,Kolkata,Jaipur,2023-11-23,2023-11-25,2023-11-26,623,Yes,True,False,False,False,True,False,True,False
SHIP002199,Chennai,Kolkata,2023-06-20,2023-06-24,2023-06-27,1492,Yes,False,True,False,False,False,False,True,False
SHIP002200,Kolkata,Lucknow,2023-06-18,2023-06-21,2023-06-21,1144,No,False,True,False,False,False,False,True,False
SHIP002201,Ahmedabad,Hyderabad,2023-08-13,2023-08-15,2023-08-15,879,No,False,False,False,False,False,False,True,False
SHIP002202,Chennai,Lucknow,2023-02-26,2023-02-27,2023-02-27,304,No,False,True,False,False,False,False,True,False
SHIP002203,Bangalore,Delhi,2024-02-06,2024-02-12,2024-02-13,1871,Yes,True,False,False,False,False,False,False,True
SHIP002204,Hyderabad,Delhi,2023-09-04,2023-09-07,2023-09-15,1017,Yes,False,False,False,True,False,False,False,False
SHIP002205,Pune,Ahmedabad,2023-02-14,2023-02-18,2023-02-22,1320,Yes,False,False,True,False,False,False,True,False
SHIP002206,Lucknow,Bangalore,2023-12-16,2023-12-21,2023-12-21,1764,No,True,False,False,False,False,False,True,False
SHIP002207,Pune,Mumbai,2024-02-09,2024-02-15,2024-02-16,1873,Yes,False,False,False,False,False,False,False,True
SHIP002208,Hyderabad,Delhi,2023-07-20,2023-07-26,2023-07-27,1827,Yes,False,True,False,False,False,False,False,True
SHIP002209,Hyderabad,Ahmedabad,2023-06-27,2023-06-29,2023-07-05,679,Yes,True,False,False,False,False,False,False,True
SHIP002210,Jaipur,Mumbai,2023-07-14,2023-07-19,2023-07-20,1768,Yes,True,False,False,False,False,False,False,True
SHIP002211,Jaipur,Bangalore,2023-03-28,2023-03-31,2023-03-31,1089,No,True,False,False,False,False,False,True,False
SHIP002212,Jaipur,Mumbai,2023-12-07,2023-12-09,2023-12-10,863,Yes,False,False,False,False,False,False,False,True
SHIP002213,Lucknow,Kolkata,2023-09-21,2023-09-24,2023-09-27,941,Yes,False,False,True,False,False,True,True,False
SHIP002214,Kolkata,Lucknow,2023-01-03,2023-01-08,2023-01-09,1673,Yes,True,False,False,False,False,False,False,True
SHIP002215,Delhi,Pune,2023-01-17,2023-01-20,2023-01-21,997,Yes,False,False,False,False,False,False,False,True
SHIP002216,Hyderabad,Pune,2023-10-06,2023-10-08,2023-10-10,887,Yes,False,False,False,False,True,False,False,True
SHIP002217,Jaipur,Delhi,2024-04-25,2024-04-30,2024-04-30,1570,No,False,False,True,False,False,False,True,False
SHIP002218,Mumbai,Kolkata,2023-10-14,2023-10-19,2023-10-20,1685,Yes,False,False,True,False,False,False,False,True
SHIP002219,Mumbai,Pune,2023-07-30,2023-07-31,2023-07-31,590,No,False,False,True,False,False,False,True,False
SHIP002220,Hyderabad,Mumbai,2024-03-21,2024-03-27,2024-03-27,1864,No,False,False,True,False,False,False,True,False
SHIP002221,Bangalore,Kolkata,2023-12-13,2023-12-14,2023-12-18,247,Yes,True,False,False,False,False,False,True,False
SHIP002222,Jaipur,Lucknow,2023-10-09,2023-10-13,2023-10-19,1421,Yes,False,False,True,False,True,False,True,False
SHIP002223,Hyderabad,Kolkata,2023-11-30,2023-12-01,2023-12-01,375,No,False,True,False,False,False,False,True,False
SHIP002224,Delhi,Mumbai,2024-01-26,2024-01-27,2024-01-28,324,Yes,False,False,False,False,True,False,True,False
SHIP002225,Delhi,Lucknow,2023-11-03,2023-11-05,2023-11-05,600,No,False,False,False,False,False,False,True,False
SHIP002226,Jaipur,Kolkata,2024-05-07,2024-05-08,2024-05-13,361,Yes,False,False,False,False,False,False,False,True
SHIP002227,Delhi,Kolkata,2024-03-06,2024-03-11,2024-03-13,1514,Yes,False,True,False,True,False,False,True,False
SHIP002228,Lucknow,Kolkata,2024-02-25,2024-02-28,2024-02-28,1102,No,False,True,False,False,False,False,True,False
SHIP002229,Pune,Chennai,2024-05-02,2024-05-03,2024-05-03,326,No,True,False,False,False,False,False,True,False
SHIP002230,Kolkata,Hyderabad,2023-01-04,2023-01-10,2023-01-10,1872,No,False,False,True,False,False,False,True,False
SHIP002231,Bangalore,Delhi,2024-03-31,2024-04-01,2024-04-06,288,Yes,True,False,False,False,False,False,True,False
SHIP002232,Ahmedabad,Delhi,2023-11-23,2023-11-25,2023-11-29,866,Yes,False,False,False,True,False,False,False,False
SHIP002233,Lucknow,Delhi,2023-08-05,2023-08-11,2023-08-14,1820,Yes,False,True,False,False,True,False,False,False
SHIP002234,Jaipur,Hyderabad,2023-12-27,2024-01-02,2024-01-03,1978,Yes,False,True,False,False,False,False,False,True
SHIP002235,Delhi,Kolkata,2024-04-22,2024-04-26,2024-04-26,1422,No,False,False,False,False,False,False,True,False
SHIP002236,Jaipur,Hyderabad,2023-01-17,2023-01-18,2023-01-18,214,No,False,False,False,False,False,False,True,False
SHIP002237,Bangalore,Delhi,2023-04-19,2023-04-20,2023-04-26,596,Yes,False,False,True,False,False,True,True,False
SHIP002238,Pune,Ahmedabad,2023-10-06,2023-10-09,2023-10-16,947,Yes,True,False,False,False,False,False,False,False
SHIP002239,Pune,Jaipur,2023-02-21,2023-02-26,2023-02-26,1677,No,False,True,False,False,False,False,True,False
SHIP002240,Mumbai,Ahmedabad,2024-01-22,2024-01-26,2024-01-28,1256,Yes,False,False,False,False,True,False,False,True
SHIP002241,Delhi,Pune,2023-08-02,2023-08-04,2023-08-05,751,Yes,True,False,False,False,False,False,False,True
SHIP002242,Bangalore,Delhi,2023-01-25,2023-01-30,2023-01-31,1737,Yes,False,True,False,False,True,False,True,False
SHIP002243,Delhi,Jaipur,2023-02-07,2023-02-12,2023-02-13,1714,Yes,False,False,True,False,True,False,True,False
SHIP002244,Kolkata,Hyderabad,2023-08-24,2023-08-25,2023-08-27,222,Yes,True,False,False,False,False,False,False,False
SHIP002245,Delhi,Mumbai,2024-01-20,2024-01-25,2024-01-28,1617,Yes,False,True,False,True,False,False,False,True
SHIP002246,Ahmedabad,Jaipur,2023-05-05,2023-05-06,2023-05-13,300,Yes,False,True,False,False,False,False,False,False
SHIP002247,Hyderabad,Lucknow,2024-03-06,2024-03-11,2024-03-12,1739,Yes,False,True,False,False,False,False,False,True
SHIP002248,Delhi,Jaipur,2023-12-16,2023-12-21,2023-12-22,1669,Yes,False,True,False,False,False,False,False,True
SHIP002249,Kolkata,Ahmedabad,2024-05-09,2024-05-14,2024-05-21,1641,Yes,False,False,False,False,True,False,False,False
SHIP002250,Pune,Ahmedabad,2024-01-07,2024-01-10,2024-01-10,1030,No,False,False,False,False,False,False,True,False
SHIP002251,Lucknow,Bangalore,2024-05-19,2024-05-25,2024-05-27,1910,Yes,False,True,False,False,False,False,False,False
SHIP002252,Kolkata,Bangalore,2023-10-29,2023-11-03,2023-11-03,1733,No,False,True,False,False,False,False,True,False
SHIP002253,Bangalore,Mumbai,2024-04-07,2024-04-08,2024-04-11,512,Yes,False,False,True,False,True,False,False,False
SHIP002254,Lucknow,Hyderabad,2023-01-01,2023-01-02,2023-01-03,243,Yes,True,False,False,False,False,False,False,True
SHIP002255,Ahmedabad,Mumbai,2023-11-06,2023-11-07,2023-11-07,292,No,False,False,False,False,False,False,True,False
SHIP002256,Pune,Lucknow,2024-03-15,2024-03-20,2024-03-20,1652,No,False,True,False,False,False,False,True,False
SHIP002257,Ahmedabad,Pune,2024-02-04,2024-02-09,2024-02-10,1631,Yes,False,False,True,False,False,False,False,True
SHIP002258,Lucknow,Mumbai,2024-02-26,2024-03-03,2024-03-11,1935,Yes,True,False,False,True,False,False,False,True
SHIP002259,Pune,Hyderabad,2024-02-05,2024-02-11,2024-02-16,1804,Yes,False,False,True,False,False,False,True,False
SHIP002260,Jaipur,Mumbai,2023-06-13,2023-06-17,2023-06-18,1487,Yes,False,False,True,False,False,False,False,True
SHIP002261,Delhi,Hyderabad,2023-09-28,2023-10-02,2023-10-02,1415,No,False,False,False,False,False,False,True,False
SHIP002262,Ahmedabad,Hyderabad,2024-01-01,2024-01-02,2024-01-08,517,Yes,False,True,False,False,False,False,False,True
SHIP002263,Pune,Jaipur,2024-01-15,2024-01-19,2024-01-19,1333,No,False,True,False,False,False,False,True,False
SHIP002264,Mumbai,Lucknow,2024-03-04,2024-03-07,2024-03-08,1159,Yes,False,True,False,False,False,False,False,True
SHIP002265,Chennai,Kolkata,2023-07-18,2023-07-23,2023-07-23,1544,No,True,False,False,False,False,False,True,False
SHIP002266,Delhi,Jaipur,2023-07-12,2023-07-18,2023-07-25,1843,Yes,True,False,False,True,False,False,True,False
SHIP002267,Delhi,Chennai,2023-08-19,2023-08-21,2023-08-27,778,Yes,False,True,False,False,False,False,False,True
SHIP002268,Mumbai,Chennai,2023-12-29,2024-01-04,2024-01-08,1825,Yes,False,True,False,True,False,False,False,False
SHIP002269,Ahmedabad,Chennai,2023-08-02,2023-08-03,2023-08-04,307,Yes,False,False,True,False,False,False,False,True
SHIP002270,Lucknow,Jaipur,2023-12-01,2023-12-03,2023-12-05,771,Yes,False,True,False,False,True,False,False,True
SHIP002271,Hyderabad,Chennai,2023-12-03,2023-12-08,2023-12-09,1757,Yes,False,True,False,False,False,False,False,True
SHIP002272,Hyderabad,Ahmedabad,2023-09-24,2023-09-30,2023-10-01,1940,Yes,False,False,False,False,False,False,False,True
SHIP002273,Bangalore,Delhi,2023-09-15,2023-09-17,2023-09-19,898,Yes,True,False,False,False,False,False,False,False
SHIP002274,Bangalore,Jaipur,2023-11-28,2023-12-03,2023-12-06,1529,Yes,True,False,False,False,False,False,False,True
SHIP002275,Mumbai,Ahmedabad,2023-02-02,2023-02-05,2023-02-13,1109,Yes,True,False,False,False,False,True,True,False
SHIP002276,Pune,Lucknow,2024-02-04,2024-02-08,2024-02-10,1322,Yes,True,False,False,False,True,False,False,True
SHIP002277,Pune,Kolkata,2023-11-25,2023-11-27,2023-11-29,762,Yes,False,True,False,True,False,False,True,False
SHIP002278,Mumbai,Lucknow,2023-09-06,2023-09-11,2023-09-13,1692,Yes,False,False,True,False,False,False,False,False
SHIP002279,Mumbai,Jaipur,2024-01-26,2024-01-29,2024-02-04,928,Yes,False,False,False,False,False,False,False,True
SHIP002280,Kolkata,Mumbai,2023-07-27,2023-07-30,2023-08-01,1151,Yes,False,True,False,False,True,False,False,True
SHIP002281,Chennai,Lucknow,2023-08-04,2023-08-05,2023-08-06,219,Yes,True,False,False,False,False,False,False,True
SHIP002282,Hyderabad,Ahmedabad,2023-10-21,2023-10-26,2023-10-27,1642,Yes,False,False,True,False,False,False,False,True
SHIP002283,Delhi,Lucknow,2023-12-06,2023-12-10,2023-12-16,1429,Yes,False,False,True,False,False,False,False,False
SHIP002284,Lucknow,Mumbai,2023-04-21,2023-04-22,2023-04-23,249,Yes,False,False,False,False,False,False,False,True
SHIP002285,Kolkata,Ahmedabad,2023-01-04,2023-01-08,2023-01-08,1246,No,False,False,True,False,False,False,True,False
SHIP002286,Ahmedabad,Bangalore,2023-10-21,2023-10-22,2023-10-27,261,Yes,True,False,False,False,False,False,False,True
SHIP002287,Mumbai,Pune,2023-04-18,2023-04-24,2023-04-24,1933,No,True,False,False,False,False,False,True,False
SHIP002288,Jaipur,Kolkata,2023-07-26,2023-08-01,2023-08-04,1853,Yes,False,False,False,False,False,False,True,False
SHIP002289,Mumbai,Jaipur,2023-03-05,2023-03-08,2023-03-10,1055,Yes,False,False,True,False,True,False,False,True
SHIP002290,Pune,Lucknow,2023-07-24,2023-07-27,2023-08-01,920,Yes,False,False,True,False,False,False,False,False
SHIP002291,Bangalore,Ahmedabad,2023-03-26,2023-03-31,2023-03-31,1513,No,False,True,False,False,False,False,True,False
SHIP002292,Kolkata,Ahmedabad,2023-05-01,2023-05-05,2023-05-06,1231,Yes,False,False,True,False,False,False,False,True
SHIP002293,Mumbai,Bangalore,2024-02-16,2024-02-20,2024-02-26,1489,Yes,True,False,False,False,True,False,False,True
SHIP002294,Lucknow,Chennai,2023-04-14,2023-04-16,2023-04-17,766,Yes,True,False,False,False,False,False,False,True
SHIP002295,Jaipur,Mumbai,2023-12-07,2023-12-08,2023-12-08,201,No,False,False,True,False,False,False,True,False
SHIP002296,Mumbai,Bangalore,2023-11-19,2023-11-23,2023-11-24,1430,Yes,False,False,True,False,False,False,False,True
SHIP002297,Kolkata,Bangalore,2023-05-10,2023-05-16,2023-05-16,1848,No,False,True,False,False,False,False,True,False
SHIP002298,Kolkata,Jaipur,2023-11-15,2023-11-16,2023-11-17,429,Yes,False,True,False,False,False,False,False,True
SHIP002299,Kolkata,Mumbai,2024-04-19,2024-04-22,2024-04-22,939,No,False,True,False,False,False,False,True,False
SHIP002300,Delhi,Mumbai,2024-01-12,2024-01-17,2024-01-17,1579,No,False,False,False,False,False,False,True,False
SHIP002301,Kolkata,Ahmedabad,2023-09-07,2023-09-08,2023-09-08,457,No,True,False,False,False,False,False,True,False
SHIP002302,Pune,Mumbai,2023-06-12,2023-06-14,2023-06-14,699,No,True,False,False,False,False,False,True,False
SHIP002303,Mumbai,Pune,2023-04-06,2023-04-10,2023-04-12,1204,Yes,False,True,False,False,False,False,False,False
SHIP002304,Pune,Mumbai,2024-05-30,2024-05-31,2024-05-31,382,No,True,False,False,False,False,False,True,False
SHIP002305,Mumbai,Ahmedabad,2024-01-18,2024-01-21,2024-01-23,905,Yes,False,False,False,False,False,False,False,False
SHIP002306,Hyderabad,Pune,2024-02-03,2024-02-08,2024-02-09,1552,Yes,False,False,False,False,False,False,False,True
SHIP002307,Jaipur,Pune,2023-04-03,2023-04-05,2023-04-10,838,Yes,False,False,True,False,True,False,True,False
SHIP002308,Ahmedabad,Chennai,2023-08-28,2023-08-31,2023-09-04,1034,Yes,True,False,False,False,False,True,False,True
SHIP002309,Delhi,Chennai,2023-07-01,2023-07-05,2023-07-06,1452,Yes,False,False,False,False,True,False,True,False
SHIP002310,Jaipur,Chennai,2024-02-25,2024-03-02,2024-03-02,1987,No,False,False,False,False,False,False,True,False
SHIP002311,Kolkata,Bangalore,2023-07-05,2023-07-06,2023-07-08,376,Yes,False,True,False,False,False,False,False,False
SHIP002312,Kolkata,Ahmedabad,2023-10-14,2023-10-20,2023-10-29,1988,Yes,False,False,True,True,False,False,False,False
SHIP002313,Mumbai,Jaipur,2023-09-11,2023-09-13,2023-09-16,662,Yes,True,False,False,False,True,False,False,False
SHIP002314,Delhi,Chennai,2023-08-17,2023-08-22,2023-08-25,1750,Yes,False,True,False,False,True,False,False,False
SHIP002315,Hyderabad,Pune,2023-08-17,2023-08-21,2023-08-25,1486,Yes,False,False,False,False,True,False,False,True
SHIP002316,Jaipur,Pune,2023-08-01,2023-08-06,2023-08-07,1780,Yes,True,False,False,False,False,False,False,True
SHIP002317,Hyderabad,Jaipur,2023-04-06,2023-04-10,2023-04-10,1313,No,False,False,False,False,False,False,True,False
SHIP002318,Chennai,Lucknow,2023-11-25,2023-11-29,2023-12-02,1300,Yes,False,False,False,True,False,False,False,True
SHIP002319,Mumbai,Ahmedabad,2024-01-21,2024-01-22,2024-01-23,533,Yes,False,False,False,False,False,False,False,True
SHIP002320,Ahmedabad,Kolkata,2024-03-01,2024-03-06,2024-03-07,1606,Yes,False,False,True,False,False,False,False,True
SHIP002321,Jaipur,Pune,2023-03-12,2023-03-16,2023-03-16,1255,No,True,False,False,False,False,False,True,False
SHIP002322,Delhi,Chennai,2024-02-29,2024-03-04,2024-03-04,1282,No,False,True,False,False,False,False,True,False
SHIP002323,Delhi,Kolkata,2024-03-24,2024-03-25,2024-03-28,430,Yes,False,False,False,True,False,False,False,True
SHIP002324,Pune,Jaipur,2023-08-07,2023-08-12,2023-08-13,1770,Yes,False,True,False,False,False,False,False,True
SHIP002325,Bangalore,Mumbai,2024-01-11,2024-01-14,2024-01-14,1104,No,False,True,False,False,False,False,True,False
SHIP002326,Pune,Mumbai,2024-01-27,2024-01-30,2024-01-31,1077,Yes,False,True,False,False,True,False,True,False
SHIP002327,Bangalore,Mumbai,2024-03-20,2024-03-21,2024-03-26,573,Yes,False,False,False,False,False,False,False,True
SHIP002328,Mumbai,Chennai,2023-01-16,2023-01-20,2023-01-25,1331,Yes,False,False,True,False,True,False,True,False
SHIP002329,Chennai,Kolkata,2023-07-22,2023-07-27,2023-07-24,838,Yes,True,False,False,False,False,False,False,True
SHIP002330,Mumbai,Hyderabad,2024-04-11,2024-04-14,2024-04-14,1041,No,False,True,False,False,False,False,True,False
SHIP002331,Hyderabad,Jaipur,2023-09-03,2023-09-07,2023-09-09,1465,Yes,True,False,False,True,False,False,True,False
SHIP002332,Delhi,Chennai,2023-12-12,2023-12-14,2023-12-15,760,Yes,True,False,False,False,False,False,False,True
SHIP002333,Bangalore,Kolkata,2024-05-18,2024-05-20,2024-05-22,899,Yes,False,False,False,True,False,False,True,False
SHIP002334,Delhi,Jaipur,2023-07-27,2023-07-29,2023-07-29,690,No,False,False,False,False,False,False,True,False
SHIP002335,Mumbai,Jaipur,2023-08-02,2023-08-04,2023-08-07,886,Yes,False,False,False,False,False,False,True,False
SHIP002336,Delhi,Kolkata,2023-11-02,2023-11-08,2023-11-08,1810,No,False,False,False,False,False,False,True,False
SHIP002337,Kolkata,Mumbai,2023-01-13,2023-01-17,2023-01-24,1220,Yes,False,False,False,False,False,True,True,False
SHIP002338,Lucknow,Ahmedabad,2024-04-17,2024-04-20,2024-04-20,1169,No,False,False,False,False,False,False,True,False
SHIP002339,Jaipur,Hyderabad,2024-02-26,2024-03-01,2024-03-02,1243,Yes,False,True,False,False,False,False,False,True
SHIP002340,Ahmedabad,Bangalore,2023-05-29,2023-06-03,2023-06-03,1551,No,False,False,False,False,False,False,True,False
SHIP002341,Mumbai,Delhi,2024-02-16,2024-02-17,2024-02-18,240,Yes,False,False,True,False,False,False,False,True
SHIP002342,Hyderabad,Chennai,2023-01-06,2023-01-08,2023-01-10,805,Yes,False,False,False,False,False,False,True,False
SHIP002343,Ahmedabad,Jaipur,2023-03-06,2023-03-12,2023-03-12,1924,No,False,False,True,False,False,False,True,False
SHIP002344,Chennai,Delhi,2023-05-06,2023-05-07,2023-05-14,507,Yes,False,False,False,True,False,False,False,False
SHIP002345,Lucknow,Ahmedabad,2023-02-06,2023-02-08,2023-02-08,773,No,False,False,False,False,False,False,True,False
SHIP002346,Lucknow,Chennai,2023-02-02,2023-02-03,2023-02-04,498,Yes,False,False,False,False,False,False,False,True
SHIP002347,Mumbai,Hyderabad,2024-05-21,2024-05-25,2024-05-25,1264,No,False,False,False,False,False,False,True,False
SHIP002348,Delhi,Jaipur,2023-10-03,2023-10-07,2023-10-11,1443,Yes,False,True,False,False,False,False,True,False
SHIP002349,Bangalore,Kolkata,2023-07-16,2023-07-18,2023-07-20,648,Yes,True,False,False,False,True,False,False,True
SHIP002350,Hyderabad,Kolkata,2023-09-12,2023-09-18,2023-09-18,1999,No,False,False,True,False,False,False,True,False
SHIP002351,Hyderabad,Lucknow,2023-05-25,2023-05-28,2023-05-28,964,No,False,False,True,False,False,False,True,False
SHIP002352,Jaipur,Chennai,2024-02-03,2024-02-05,2024-02-07,819,Yes,False,True,False,False,True,False,False,True
SHIP002353,Mumbai,Jaipur,2023-11-26,2023-11-30,2023-11-30,1490,No,False,True,False,False,False,False,True,False
SHIP002354,Jaipur,Lucknow,2023-07-12,2023-07-18,2023-07-18,1804,No,False,False,False,False,False,False,True,False
SHIP002355,Ahmedabad,Hyderabad,2023-08-04,2023-08-09,2023-08-10,1557,Yes,True,False,False,False,False,False,False,True
SHIP002356,Bangalore,Delhi,2024-05-23,2024-05-26,2024-05-27,1108,Yes,True,False,False,False,False,False,False,True
SHIP002357,Pune,Hyderabad,2023-08-21,2023-08-26,2023-08-29,1727,Yes,True,False,False,False,False,False,False,True
SHIP002358,Kolkata,Lucknow,2023-01-24,2023-01-28,2023-01-31,1377,Yes,False,True,False,False,False,False,True,False
SHIP002359,Jaipur,Hyderabad,2023-11-06,2023-11-09,2023-11-14,1138,Yes,False,False,False,False,False,False,False,True
SHIP002360,Delhi,Mumbai,2024-02-18,2024-02-19,2024-02-21,393,Yes,False,True,False,True,False,False,True,False
SHIP002361,Kolkata,Jaipur,2023-10-02,2023-10-04,2023-10-05,738,Yes,False,False,True,False,True,False,True,False
SHIP002362,Pune,Chennai,2024-01-28,2024-01-31,2024-02-01,910,Yes,False,True,False,False,False,False,False,True
SHIP002363,Hyderabad,Kolkata,2023-08-06,2023-08-10,2023-08-11,1322,Yes,True,False,False,False,False,False,False,True
SHIP002364,Delhi,Mumbai,2023-06-03,2023-06-05,2023-06-09,769,Yes,False,False,True,False,False,False,False,True
SHIP002365,Chennai,Ahmedabad,2023-01-25,2023-01-27,2023-01-27,678,No,False,False,True,False,False,False,True,False
SHIP002366,Lucknow,Ahmedabad,2023-12-18,2023-12-21,2023-12-22,979,Yes,False,True,False,False,True,False,True,False
SHIP002367,Jaipur,Kolkata,2023-07-14,2023-07-17,2023-07-18,1016,Yes,False,True,False,False,False,False,False,True
SHIP002368,Mumbai,Kolkata,2023-04-25,2023-04-28,2023-05-01,1086,Yes,False,False,False,False,False,True,True,False
SHIP002369,Lucknow,Hyderabad,2023-08-24,2023-08-27,2023-08-28,1182,Yes,False,True,False,False,False,False,False,True
SHIP002370,Mumbai,Ahmedabad,2023-01-19,2023-01-22,2023-01-25,915,Yes,False,False,False,False,False,False,True,False
SHIP002371,Hyderabad,Pune,2023-09-21,2023-09-23,2023-09-27,830,Yes,False,True,False,False,False,False,False,True
SHIP002372,Pune,Mumbai,2023-01-30,2023-01-31,2023-02-01,215,Yes,False,False,False,False,False,False,False,True
SHIP002373,Pune,Mumbai,2023-05-12,2023-05-15,2023-05-16,1147,Yes,False,True,False,False,False,False,False,True
SHIP002374,Pune,Kolkata,2023-07-12,2023-07-14,2023-07-15,830,Yes,False,True,False,False,True,False,True,False
SHIP002375,Kolkata,Mumbai,2024-04-21,2024-04-27,2024-04-28,1970,Yes,False,False,False,False,False,False,False,True
SHIP002376,Hyderabad,Ahmedabad,2024-05-01,2024-05-02,2024-05-07,477,Yes,True,False,False,True,False,False,False,True
SHIP002377,Mumbai,Bangalore,2023-02-15,2023-02-19,2023-02-19,1214,No,False,True,False,False,False,False,True,False
SHIP002378,Delhi,Ahmedabad,2023-06-07,2023-06-11,2023-06-12,1364,Yes,False,False,True,False,False,False,False,True
SHIP002379,Chennai,Kolkata,2023-08-13,2023-08-15,2023-08-17,830,Yes,False,False,False,False,True,False,False,True
SHIP002380,Chennai,Ahmedabad,2024-05-26,2024-05-27,2024-05-29,544,Yes,False,False,True,False,False,False,False,False
SHIP002381,Kolkata,Jaipur,2023-03-18,2023-03-24,2023-03-24,1905,No,False,True,False,False,False,False,True,False
SHIP002382,Hyderabad,Delhi,2024-05-08,2024-05-11,2024-05-11,1128,No,False,True,False,False,False,False,True,False
SHIP002383,Lucknow,Kolkata,2023-04-10,2023-04-15,2023-04-17,1629,Yes,False,False,False,False,False,False,False,False
SHIP002384,Jaipur,Bangalore,2023-06-26,2023-07-02,2023-07-06,1854,Yes,True,False,False,False,False,True,False,True
SHIP002385,Lucknow,Bangalore,2023-05-26,2023-05-31,2023-06-07,1507,Yes,False,False,True,False,False,True,True,False
SHIP002386,Delhi,Kolkata,2023-06-16,2023-06-20,2023-06-25,1400,Yes,True,False,False,False,False,False,False,True
